#Timestamps x y yaw 
1560244957.150686 -2.22533106804 -2.44477891922 1.4137344570995565 
1560244957.18224 -2.22533106804 -2.44477891922 1.413585747242436 
1560244957.213794 -2.22533106804 -2.44477891922 1.4135956024570737 
1560244957.24953 -2.22533106804 -2.44477891922 1.413769406519916 
1560244957.281598 -2.22533106804 -2.44477891922 1.41404652407137 
1560244957.313666 -2.22533106804 -2.44477891922 1.4141589911039645 
1560244957.349075 -2.22533106804 -2.44477891922 1.4141243649850777 
1560244957.38147 -2.22533106804 -2.44477891922 1.4139629590607456 
1560244957.413866 -2.22533106804 -2.44477891922 1.4138350523673775 
1560244957.448901 -2.22533106804 -2.44477891922 1.413814666028979 
1560244957.481513 -2.22533106804 -2.44477891922 1.41389200473761 
1560244957.494316 -2.22533106804 -2.44477891922 1.413895972981069 
1560244957.514125 -2.22533106804 -2.44477891922 1.4139021126739513 
1560244957.548868 -2.22533106804 -2.44477891922 1.4138736527499762 
1560244957.581629 -2.22533106804 -2.44477891922 1.4138128031029817 
1560244957.614391 -2.22533106804 -2.44477891922 1.413718601814269 
1560244957.648939 -2.22533106804 -2.44477891922 1.4137177793901414 
1560244957.681811 -2.22533106804 -2.44477891922 1.4137954314150591 
1560244957.714683 -2.22533106804 -2.44477891922 1.4138059333922366 
1560244957.749048 -2.22533106804 -2.44477891922 1.413757428531243 
1560244957.782001 -2.22533106804 -2.44477891922 1.413665920082264 
1560244957.802938 -2.22533106804 -2.44477891922 1.4136502958523418 
1560244957.814955 -2.22533106804 -2.44477891922 1.413641328146448 
1560244957.849204 -2.22533106804 -2.44477891922 1.4136417578975498 
1560244957.882222 -2.22533106804 -2.44477891922 1.4136528163188429 
1560244957.915239 -2.22533106804 -2.44477891922 1.4134875848951245 
1560244957.949343 -2.22533106804 -2.44477891922 1.4134376334264032 
1560244957.98241 -2.22533106804 -2.44477891922 1.4134812678644055 
1560244958.015476 -2.22533106804 -2.44477891922 1.4134918318375764 
1560244958.049497 -2.22533106804 -2.44477891922 1.4134623606638728 
1560244958.082603 -2.22533106804 -2.44477891922 1.4134051486518922 
1560244958.115709 -2.22533106804 -2.44477891922 1.4133809169082805 
1560244958.14965 -2.22533106804 -2.44477891922 1.4133356044489813 
1560244958.182787 -2.22533106804 -2.44477891922 1.4132760350756965 
1560244958.215925 -2.22533106804 -2.44477891922 1.4132164635655724 
1560244958.24981 -2.22533106804 -2.44477891922 1.4131968292728174 
1560244958.282975 -2.22533106804 -2.44477891922 1.4131998039708504 
1560244958.316139 -2.22533106804 -2.44477891922 1.4131048417741736 
1560244958.349303 -2.22533106804 -2.44477891922 1.4130701789938915 
1560244958.382467 -2.22533106804 -2.44477891922 1.4130812438164473 
1560244958.415632 -2.22533106804 -2.44477891922 1.413092234760344 
1560244958.448796 -2.22533106804 -2.44477891922 1.4130641504171857 
1560244958.48196 -2.22533106804 -2.44477891922 1.4130077657430102 
1560244958.515124 -2.22533106804 -2.44477891922 1.4130188354406001 
1560244958.548289 -2.22533106804 -2.44477891922 1.4130302032940543 
1560244958.581453 -2.22533106804 -2.44477891922 1.4130407498961977 
1560244958.614617 -2.22533106804 -2.44477891922 1.4130170292325475 
1560244958.647781 -2.22533106804 -2.44477891922 1.4130118274612118 
1560244958.680946 -2.22533106804 -2.44477891922 1.4130235289314448 
1560244958.71411 -2.22533106804 -2.44477891922 1.4130351520336701 
1560244958.747274 -2.22533106804 -2.44477891922 1.4130109408412919 
1560244958.780438 -2.22533106804 -2.44477891922 1.4129519551650982 
1560244958.813602 -2.22533106804 -2.44477891922 1.4128928904310996 
1560244958.846767 -2.22533106804 -2.44477891922 1.4128686569901423 
1560244958.879931 -2.22533106804 -2.44477891922 1.4128803591832364 
1560244958.913095 -2.22533106804 -2.44477891922 1.4128571854125107 
1560244958.946259 -2.22533106804 -2.44477891922 1.4128503202216849 
1560244958.979424 -2.22533106804 -2.44477891922 1.4128619437350773 
1560244959.012588 -2.22533106804 -2.44477891922 1.4127708696128287 
1560244959.045752 -2.22533106804 -2.44477891922 1.4127419840463538 
1560244959.078916 -2.22533106804 -2.44477891922 1.412789425606504 
1560244959.112081 -2.22533106804 -2.44477891922 1.4128367928900376 
1560244959.145245 -2.22533106804 -2.44477891922 1.4128841552590765 
1560244959.178409 -2.22533106804 -2.44477891922 1.412931517749485 
1560244959.211573 -2.22533106804 -2.44477891922 1.4129457780552352 
1560244959.248936 -2.22533106804 -2.44477891922 1.412939654771387 
1560244959.282179 -2.22533106804 -2.44477891922 1.4129144275179166 
1560244959.315422 -2.22533106804 -2.44477891922 1.4128556977698854 
1560244959.348664 -2.22533106804 -2.44477891922 1.4128746014594742 
1560244959.381907 -2.22533106804 -2.44477891922 1.412955947723439 
1560244959.41515 -2.22533106804 -2.44477891922 1.4130035021747214 
1560244959.448392 -2.2251343036577205 -2.443541417599849 1.413089269833697 
1560244959.481635 -2.22478294373 -2.44133162498 1.413203790660347 
1560244959.514878 -2.22478294373 -2.44133162498 1.413215837787296 
1560244959.54812 -2.22478294373 -2.44133162498 1.4132413711172296 
1560244959.581363 -2.224772870814426 -2.4412681866705896 1.4132787784256877 
1560244959.614606 -2.224408922462155 -2.4389760729314274 1.4133161084903119 
1560244959.647849 -2.22423553467 -2.43788409233 1.4133905806535327 
1560244959.681091 -2.2242213638785735 -2.437794729206177 1.4134974604076962 
1560244959.714334 -2.223494414791241 -2.4332104798618825 1.4135347906569729 
1560244959.747577 -2.22314214706 -2.43098902702 1.413480901599272 
1560244959.780819 -2.2231380288993523 -2.4309631025082146 1.4133420545296749 
1560244959.814062 -2.2227739176911077 -2.4286709614002597 1.4132731793369144 
1560244959.847305 -2.222409729566361 -2.4263789226772157 1.4131863745522322 
1560244959.880547 -2.22204433259326 -2.4240798661978875 1.4130821545236227 
1560244959.91379 -2.2213148472732245 -2.419495933885175 1.41297793100964 
1560244959.947033 -2.220585124634729 -2.414912001572462 1.4128913483115986 
1560244959.980275 -2.2198551847151053 -2.4103282007637135 1.412822475588687 
1560244960.013518 -2.2191247454661585 -2.405744551005869 1.4127183512090682 
1560244960.046761 -2.218214099342217 -2.4000359478054745 1.4125560016161938 
1560244960.080004 -2.2171165425505066 -2.3931605248804524 1.4123334467693 
1560244960.113246 -2.2167408849057653 -2.390808273253935 1.4124477424568678 
1560244960.146489 -2.2161992024424464 -2.3874101777270216 1.4127374778591766 
1560244960.179732 -2.2154692363464035 -2.3828263710552453 1.4132104102931968 
1560244960.212974 -2.2147423988223176 -2.378242263394505 1.413683403328506 
1560244960.249816 -2.213938402901803 -2.3731613471343302 1.4140631418293383 
1560244960.283099 -2.213213288582509 -2.3685709520858587 1.4142602111233784 
1560244960.316383 -2.212488299532321 -2.36398057155267 1.4141310208702726 
1560244960.349666 -2.2115524113256573 -2.3580649459196383 1.4138380318326995 
1560244960.38295 -2.210516889003368 -2.3515255411128773 1.4134359089937658 
1560244960.416233 -2.21015234169314 -2.3492306546698125 1.4131649187746 
1560244960.449517 -2.209368495994102 -2.3443057393325155 1.4129142485238406 
1560244960.4828 -2.2083240145760135 -2.337746726864999 1.4126887599473588 
1560244960.516083 -2.207957880204584 -2.335452157828849 1.4125948854427242 
1560244960.549367 -2.207175563497139 -2.3305482374795776 1.4125816347750715 
1560244960.58265 -2.2061260040724506 -2.3239688431050896 1.412620160773305 
1560244960.615934 -2.2057597022453215 -2.321674219269791 1.412526284026477 
1560244960.649217 -2.2049800937245005 -2.3167911693997607 1.4124724253840182 
1560244960.682501 -2.2039263153373105 -2.310191130566207 1.412449491565628 
1560244960.715784 -2.2035598635523095 -2.3078965615367135 1.4124265585748719 
1560244960.749068 -2.20298824761273 -2.3043179846037556 1.4123837756421151 
1560244960.782351 -2.202255130746182 -2.2997290143370437 1.4123192714367652 
1560244960.815634 -2.2015211162419925 -2.295140193684972 1.4121544554249097 
1560244960.848918 -2.200786642164263 -2.29055125368942 1.412029013855687 
1560244960.882201 -2.200071242089304 -2.2860836427152615 1.4119407599990235 
1560244960.915485 -2.1997038275428333 -2.2837893253543435 1.4119532981211285 
1560244960.948768 -2.199336336143467 -2.2814949863514573 1.4119853215752893 
1560244960.982052 -2.198951020896458 -2.2790895691572906 1.4120332908186006 
1560244961.015336 -2.198216509226184 -2.2745006170194446 1.4120820149050206 
1560244961.048619 -2.1976826605317155 -2.271164790051869 1.4121500650926566 
1560244961.081902 -2.197315580960322 -2.2688703802021375 1.4122310726002223 
1560244961.115186 -2.196948644290887 -2.2665759150707587 1.4122443248534782 
1560244961.148469 -2.196383163098085 -2.2630387846221627 1.412276787513453 
1560244961.181753 -2.19567847252 -2.25863027573 1.4123283004214957 
1560244961.215036 -2.19567847252 -2.25863027573 1.4124478852723243 
1560244961.254141 -2.195417665257087 -2.2569966142889593 1.4124622229787671 
1560244961.287498 -2.195050491488901 -2.2546970752445286 1.4123969492212416 
1560244961.320855 -2.1946830668848896 -2.2523974107821854 1.4123035820143444 
1560244961.354212 -2.19457745552 -2.25173640251 1.4122102711322688 
1560244961.387568 -2.19457745552 -2.25173640251 1.412116986477125 
1560244961.420925 -2.19457745552 -2.25173640251 1.4120236987998367 
1560244961.454282 -2.1943143018222107 -2.2500931412313494 1.4120065715702133 
1560244961.487638 -2.1939460924561947 -2.247793826317129 1.4120198697094217 
1560244961.520995 -2.1935778725627673 -2.2454943209140033 1.4120332306036283 
1560244961.554352 -2.1934735775 -2.24484300613 1.4120211679126702 
1560244961.587708 -2.1934735775 -2.24484300613 1.4119912995440218 
1560244961.621065 -2.1934735775 -2.24484300613 1.4119335616636575 
1560244961.654422 -2.1934735775 -2.24484300613 1.4120035988484612 
1560244961.687778 -2.1934735775 -2.24484300613 1.4121079707061277 
1560244961.721135 -2.1934735775 -2.24484300613 1.4121568811286127 
1560244961.754492 -2.1934735775 -2.24484300613 1.4121289597214908 
1560244961.787849 -2.1934735775 -2.24484300613 1.412079193904294 
1560244961.821205 -2.1934735775 -2.24484300613 1.4120570854386005 
1560244961.854562 -2.193739822355274 -2.246505570118221 1.4119835674226473 
1560244961.887919 -2.19402551651 -2.24828958511 1.4119222108207814 
1560244961.921276 -2.19402551651 -2.24828958511 1.4119711215861823 
1560244961.954632 -2.19402551651 -2.24828958511 1.4120200306084845 
1560244961.987989 -2.19402551651 -2.24828958511 1.4120676456802221 
1560244962.021346 -2.19402551651 -2.24828958511 1.412110830306226 
1560244962.054702 -2.19402551651 -2.24828958511 1.4120995876115892 
1560244962.088059 -2.19402551651 -2.24828958511 1.412108481846712 
1560244962.121416 -2.19402551651 -2.24828958511 1.4122544181586076 
1560244962.154773 -2.19402551651 -2.24828958511 1.412296695320826 
1560244962.188129 -2.19402551651 -2.24828958511 1.412300512611353 
1560244962.221486 -2.19402551651 -2.24828958511 1.4123043300331704 
1560244962.254816 -2.19402551651 -2.24828958511 1.4122822273102862 
1560244962.288172 -2.19402551651 -2.24828958511 1.4122670313912231 
