#Timestamps x y yaw 
1560244286.276589 1.36961209774 -1.92455112934 1.8754888772999996 
1560244286.309948 1.36961209774 -1.92455112934 1.875486905731707 
1560244286.343307 1.36961209774 -1.92455112934 1.8754596254812754 
1560244286.376666 1.36961209774 -1.92455112934 1.8754526860328615 
1560244286.410024 1.36961209774 -1.92455112934 1.87546352789587 
1560244286.443383 1.36961209774 -1.92455112934 1.875507271734226 
1560244286.476742 1.36961209774 -1.92455112934 1.8755101268993888 
1560244286.510101 1.36961209774 -1.92455112934 1.8754801141617314 
1560244286.543459 1.36961209774 -1.92455112934 1.8754172843481967 
1560244286.576818 1.36961209774 -1.92455112934 1.8754107647023843 
1560244286.610177 1.36961209774 -1.92455112934 1.8754481756168733 
1560244286.643536 1.36961209774 -1.92455112934 1.8755183244958655 
1560244286.676895 1.36961209774 -1.92455112934 1.8755884269111045 
1560244286.710254 1.36961209774 -1.92455112934 1.8756527188196677 
1560244286.743613 1.36961209774 -1.92455112934 1.8756518439443681 
1560244286.776971 1.36961209774 -1.92455112934 1.8756094999364714 
1560244286.81033 1.36961209774 -1.92455112934 1.875543401905033 
1560244286.843689 1.36961209774 -1.92455112934 1.8755425270297337 
1560244286.877048 1.36961209774 -1.92455112934 1.8756039392698052 
1560244286.910407 1.36961209774 -1.92455112934 1.8757003916825248 
1560244286.943765 1.36961209774 -1.92455112934 1.875699437299935 
1560244286.977124 1.36961209774 -1.92455112934 1.875698529586053 
1560244287.010483 1.36961209774 -1.92455112934 1.8757007872270404 
1560244287.043842 1.36961209774 -1.92455112934 1.8757353846254368 
1560244287.077201 1.36961209774 -1.92455112934 1.8757487441328247 
1560244287.110559 1.36961209774 -1.92455112934 1.8757473053571472 
1560244287.143918 1.36961209774 -1.92455112934 1.8757457942112563 
1560244287.17567 1.36961209774 -1.92455112934 1.8757443990977585 
1560244287.209023 1.36961209774 -1.92455112934 1.8757429677351827 
1560244287.242376 1.36961209774 -1.92455112934 1.8757415363726069 
1560244287.275729 1.36961209774 -1.92455112934 1.875778880222033 
1560244287.309083 1.36961209774 -1.92455112934 1.8758452430413162 
1560244287.342436 1.36961209774 -1.92455112934 1.875843732164897 
1560244287.375789 1.36961209774 -1.92455112934 1.8758617163526472 
1560244287.409142 1.36961209774 -1.92455112934 1.8758906994457014 
1560244287.442495 1.36961209774 -1.92455112934 1.8758181771708002 
1560244287.475848 1.36961209774 -1.92455112934 1.8758237129785018 
1560244287.509202 1.36961209774 -1.92455112934 1.8758915962443243 
1560244287.542555 1.36961209774 -1.92455112934 1.8759256308173973 
1560244287.575908 1.36961209774 -1.92455112934 1.8759594899514054 
1560244287.609261 1.36961209774 -1.92455112934 1.875989531804199 
1560244287.642614 1.36961209774 -1.92455112934 1.8759521578349398 
1560244287.675967 1.36961209774 -1.92455112934 1.875954021918487 
1560244287.709321 1.36961209774 -1.92455112934 1.8759838618967495 
1560244287.742674 1.36961209774 -1.92455112934 1.8759464874821128 
1560244287.776027 1.36961209774 -1.92455112934 1.8759681848869993 
1560244287.80938 1.36961209774 -1.92455112934 1.8760334434781243 
1560244287.842733 1.36961209774 -1.92455112934 1.8760316145327243 
1560244287.876087 1.36961209774 -1.92455112934 1.8760495546752545 
1560244287.90944 1.36961209774 -1.92455112934 1.8760873222742158 
1560244287.942793 1.36961209774 -1.92455112934 1.8761920494150874 
1560244287.976146 1.36961209774 -1.92455112934 1.8762372812955175 
1560244288.009499 1.36961209774 -1.92455112934 1.8762395593125791 
1560244288.042853 1.36961209774 -1.92455112934 1.8763088232468577 
1560244288.076205 1.36961209774 -1.92455112934 1.8763577871345287 
1560244288.109559 1.36961209774 -1.92455112934 1.876386479022317 
1560244288.142912 1.36961209774 -1.92455112934 1.876348389376963 
1560244288.176625 1.36961209774 -1.92455112934 1.8763506186680863 
1560244288.209979 1.36961209774 -1.92455112934 1.8763862907033118 
1560244288.243334 1.36961209774 -1.92455112934 1.8764547613740752 
1560244288.276688 1.36961209774 -1.92455112934 1.8765029115985077 
1560244288.310043 1.36961209774 -1.92455112934 1.8765333171057041 
1560244288.343397 1.36961209774 -1.92455112934 1.8765307724080376 
1560244288.376752 1.36961209774 -1.92455112934 1.8765487054332077 
1560244288.410106 1.36961209774 -1.92455112934 1.8765817070507869 
1560244288.44346 1.36961209774 -1.92455112934 1.8766147088074538 
1560244288.476815 1.36961209774 -1.92455112934 1.8766477115115783 
1560244288.51017 1.36961209774 -1.92455112934 1.8766807142179918 
1560244288.543524 1.36961209774 -1.92455112934 1.8767137159746587 
1560244288.576878 1.36961209774 -1.92455112934 1.8767052625422593 
1560244288.610233 1.36961209774 -1.92455112934 1.8766725127122084 
1560244288.643587 1.36961209774 -1.92455112934 1.8767050371837326 
1560244288.676942 1.36961209774 -1.92455112934 1.8767376089406185 
1560244288.710296 1.36961209774 -1.92455112934 1.8767731463585753 
1560244288.743651 1.36961209774 -1.92455112934 1.8768412194040336 
1560244288.777005 1.36961209774 -1.92455112934 1.876847048028013 
1560244288.81036 1.36961209774 -1.92455112934 1.8768084853310156 
1560244288.843714 1.36961209774 -1.92455112934 1.8767699965353692 
1560244288.877069 1.36961209774 -1.92455112934 1.876835538886063 
1560244288.910423 1.36961209774 -1.92455112934 1.876968551306357 
1560244288.943778 1.36961209774 -1.92455112934 1.8770366243584855 
1560244288.977132 1.36961209774 -1.92455112934 1.8770838125358975 
1560244289.010487 1.36961209774 -1.92455112934 1.8771069135413438 
1560244289.043841 1.36961209774 -1.92455112934 1.8770328788023856 
1560244289.077196 1.36961209774 -1.92455112934 1.8770212726325646 
1560244289.11055 1.36961209774 -1.92455112934 1.8770435354745363 
1560244289.143904 1.36961209774 -1.92455112934 1.8769688643801257 
1560244289.177255 1.36961209774 -1.92455112934 1.876894200014075 
1560244289.210608 1.36961209774 -1.92455112934 1.8768227960603943 
1560244289.243961 1.36961209774 -1.92455112934 1.876783592680613 
1560244289.277314 1.36961209774 -1.92455112934 1.8767865903159464 
1560244289.310668 1.36961209774 -1.92455112934 1.876815214104328 
1560244289.344021 1.36961209774 -1.92455112934 1.8768115561807093 
1560244289.377374 1.36961209774 -1.92455112934 1.8767868048671568 
1560244289.410727 1.36961209774 -1.92455112934 1.8767578719950033 
1560244289.44408 1.36961209774 -1.92455112934 1.8768253049903805 
1560244289.477433 1.36961209774 -1.92455112934 1.8769138936506662 
1560244289.510787 1.36961209774 -1.92455112934 1.8770064205048498 
1560244289.54414 1.36961209774 -1.92455112934 1.8770028421017453 
1560244289.577493 1.3691920266733961 -1.9232227836539062 1.8770472704893457 
1560244289.610846 1.36855959892 -1.92122292519 1.8771204012713818 
1560244289.644199 1.36855959892 -1.92122292519 1.8771615126402346 
1560244289.677552 1.36855959892 -1.92122292519 1.8772026244206057 
1560244289.710906 1.36855959892 -1.92122292519 1.8772401551908047 
1560244289.744259 1.36855959892 -1.92122292519 1.8772458011139241 
1560244289.777612 1.3681368799335278 -1.9198867081678985 1.8772086581879681 
1560244289.810965 1.36750674248 -1.91789484024 1.877124954817789 
1560244289.844318 1.36750674248 -1.91789484024 1.8768818637926477 
1560244289.877671 1.3670835004925366 -1.916554501948227 1.8766816383632088 
1560244289.911024 1.366382375293489 -1.9143341445664837 1.8765467101298758 
1560244289.944378 1.3656812320710356 -1.912113658879828 1.8767300077506912 
1560244289.977731 1.3649798150033694 -1.9098933170986225 1.8768487378504681 
1560244290.011084 1.3642035547918099 -1.9074369381510818 1.8769216150645212 
1560244290.044437 1.3627999566029458 -1.902996570869995 1.8769627266360795 
1560244290.07779 1.3618224796117637 -1.8999043400057816 1.8769767495891865 
1560244290.111143 1.3610447542650956 -1.8974440984842622 1.8769732507083998 
1560244290.144497 1.3596410431203403 -1.8930036254114395 1.8769697517674595 
1560244290.178133 1.3577933303654601 -1.8871541745773006 1.8767248758912563 
1560244290.211488 1.3557730899995015 -1.8807554863450846 1.876334733411905 
1560244290.244841 1.3543732192146571 -1.876313894528238 1.8759760185158876 
1560244290.278195 1.3529742049514115 -1.8718719119435698 1.875793273415802 
1560244290.311549 1.351491639184176 -1.8671625545387087 1.8757357837938433 
1560244290.344903 1.3493940791207246 -1.8604992208440916 1.8758033777629262 
1560244290.378257 1.3472961300670196 -1.853836055088736 1.8758488896601901 
1560244290.411611 1.3451979426050225 -1.8471729878538468 1.8758765953747507 
1560244290.444965 1.3430997613640927 -1.8405099403561698 1.8758730964171262 
1560244290.478319 1.341002060599942 -1.8338466470382806 1.8757589080675607 
1560244290.511673 1.3389047384668067 -1.82718322396018 1.8756086003120034 
1560244290.545027 1.3368079736245588 -1.820519731219988 1.8756761942810865 
1560244290.578381 1.3347108609125835 -1.813856288176067 1.875728630975078 
1560244290.611735 1.332613440586125 -1.8071929189938467 1.875780918610702 
1560244290.645089 1.330515348865234 -1.8005299032679347 1.8758953498577902 
1560244290.678443 1.3284170863498392 -1.7938668199995416 1.8758984823979932 
1560244290.711797 1.3262295594236555 -1.7869200209302016 1.8758262518587934 
1560244290.745151 1.3234329982211106 -1.778035549494226 1.8756919386712891 
1560244290.778505 1.3210769126651085 -1.7705470424021896 1.8755353292489725 
